"e","a","i","om","w","ma","epoch","H","albedo","diameter","class","name"
.1256913004402174,2.680414270510959,1.305857907812508,308.9922260467001,180.877018195506,305.6966089975754,2459800.5,7.75,0.483,58.292,MBA,Angelina
.1160803142207183,3.439043290119078,3.567993607744687,155.589135244234,103.9686824268873,85.84256309599439,2459800.5,6.93,0.0706,237.26,OMB,Cybele
.1732195176623765,2.646242067261221,3.04628671014964,7.495777778539245,43.58165074330341,294.414471450301,2459800.5,9.59,0.016,71.82,MBA,Maja
.1846795753978398,2.422303752752194,6.028853876919427,202.3889223660952,107.045237523378,232.3453834258318,2459800.5,8.40,0.228,56.309,MBA,Asia
.1849152462037061,2.783415515562088,7.960654138303033,44.0607329677509,304.6738986945502,156.1945392689843,2459800.5,7.07,0.228,122.509,MBA,Leto
.1701532382529483,2.974796849901192,8.592996387946821,184.9877962022254,288.8537105712036,171.7933334457466,2459800.5,7.31,0.1402,138.13,MBA,Hesperia
.1805632082883117,2.615081585770521,11.59484290930762,47.66860053950187,255.7047235785247,349.6511191472589,2459800.5,8.23,0.038,127.911,MBA,Panopaea
.175735364551714,2.75525359224791,23.24235399884185,315.9501679630207,267.0975159604385,162.2567861053327,2459800.5,7.27,0.3052,83.42,MBA,Niobe
.1206093988683783,2.266021348773562,5.416489175086429,207.9426052082296,103.1667079939952,353.1560232066553,2459800.5,9.15,0.083,74.966,MBA,Feronia
.04190573179922265,2.66465999092076,2.3701252809751,6.851622789009302,55.59407260927452,65.40437740761682,2459800.5,9.04,0.223,44.590,MBA,Klytia
.2362206318958009,2.781687309393559,4.071468025209718,197.1185498781062,174.6917115164489,169.5196061113435,2459800.5,8.84,0.0431,118.71,MBA,Galatea
.3036358892790985,2.674692245052902,4.992040327938451,359.3240729879128,339.4671059539069,232.0839673926033,2459800.5,9.16,0.117,62.377,MBA,Eurydike
.16646303778781,3.4134171462509,2.122402356021132,204.276792643547,252.0612192607083,111.9116287126853,2459800.5,8.08,0.058,145.423,OMB,Freia
.1332180342854631,2.667737151264642,2.42288035689179,1.13569012509473,61.651921484206,194.8502671947683,2459800.5,8.73,0.177,61.390,MBA,Frigga
.2045291005918201,2.623976958775446,8.693057577389355,333.3952048262934,152.8205988348435,237.0658198196726,2459800.5,8.40,0.0706,120.60,MBA,Diana
.1905481270734128,2.444845625848119,4.613567258899909,206.51866827969,201.5395436304667,177.6941513429767,2459800.5,8.00,0.287,63.479,MBA,Eurynome
.2001345999157852,2.29549558059864,8.676760391532696,218.6534241701864,139.4940121499042,77.52061700159616,2459800.5,8.14,0.206,68.563,MBA,Sappho
.2116293447362342,2.851536725340801,7.805272453866968,.9499548541984389,51.53012365576174,232.7648828307676,2459800.5,8.68,0.045,117.727,MBA,Terpsichore
.2204439278541112,2.763483598346633,2.826285442906936,25.43734277613122,111.0004271675456,73.37773409506644,2459800.5,8.33,0.167,57.621,MBA,Alkmene
.08174799509741777,2.433132374252356,4.966940472500489,27.66877819643635,169.7120666845936,180.249857886689,2459800.5,8.83,0.050,110.503,MBA,Beatrix
.2362562816179055,2.361739285108039,9.316907712163525,327.5122345754262,15.02117996863693,73.24709572586272,2459800.5,9.41,0.0527,79.16,MBA,Klio
.1940590077365721,2.652654462815062,11.96107791710153,203.0552544092163,122.866369361847,134.6985141317768,2459800.5,7.85,0.0666,154.79,MBA,Io
.2160295240119067,3.105292924742821,4.821082835745265,86.07162339712768,308.901147901171,207.847193841374,2459800.5,8.81,0.056,109.929,MBA,Semele
.09402140310196473,3.478728422445621,10.87853284149177,73.01014360029215,264.1158266827507,274.3114972112164,2459800.5,7.00,0.046,253.051,OMB,Sylvia
.1617936559206686,2.768784814150212,5.21344959340875,276.4326996124475,36.62198565154969,305.2857769525468,2459800.5,7.33,0.0671,232,MBA,Thisbe
.1845819989190475,2.549906627883093,16.12756976401742,311.5443942242227,45.04528342343442,68.2288912868236,2459800.5,6.76,0.189,145.483,MBA,Julia
.1670369258760662,3.147514862191556,2.206945474631997,69.94873687303428,245.1892131862975,356.6300295254303,2459800.5,8.51,0.058,115.974,MBA,Antiope
.1069638553508049,2.590109418810647,2.103297019417889,10.43907526978147,74.37901906082898,90.44119232687528,2459800.5,8.95,0.048,103.402,MBA,Aegina
.1059109460050792,3.190285181512059,9.916571377533256,101.4590368184686,237.8027619764444,28.90075593648404,2459800.5,6.82,0.2509,126.42,MBA,Undina
.1389448867255188,2.755001399741948,8.558504404044266,4.023381080019442,275.22309202158,15.23701378428703,2459800.5,7.97,0.056,154.155,MBA,Minerva
.09498900795728468,3.156833991489379,7.971079985478133,2.553641555149574,60.1713511725853,159.9065629218061,2459800.5,7.72,0.0395,204.89,MBA,Aurora
.1533325325930987,3.064551452832236,12.99565029935705,243.0041427766488,153.5404712426309,295.0760968782547,2459800.5,8.08,0.058,147.969,MBA,Arethusa
.1414676760760747,3.049974349966916,15.98158270999361,321.4941751866662,208.1503670964726,326.9508024221134,2459800.5,7.72,0.048,177.774,MBA,Aegle
.2578442885594928,2.66731283308506,11.77943526088398,159.6212664313314,268.5525184016479,222.4918956480676,2459800.5,7.88,0.128,100.717,MBA,Klotho
.1874559741925628,2.687712588560716,15.57645685760878,353.8990937444612,158.4578606413368,34.44839026776693,2459800.5,8.96,0.029,132.788,MBA,Ianthe
.1967645889585894,2.663625521351218,13.86235710984105,41.40537743612563,195.6194286568414,156.249022489159,2459800.5,9.55,0.065,67.354,MBA,Dike
.1689182798069898,3.08703325352742,6.433237578157625,127.1694697300753,183.7813577134737,105.0883768974226,2459800.5,7.76,0.205,85.734,MBA,Hekate
.1413154600870705,2.583831674155252,10.19590880191637,343.3805911815142,348.120002463722,38.34069871541633,2459800.5,8.26,0.1898,65.84,MBA,Helena
.2510481301418153,2.663250104821262,5.173196595154179,210.7700724025636,147.1984636918728,163.2936812955144,2459800.5,9.42,0.051,82.595,MBA,Miriam
.07923672921035262,2.702374881331494,5.418475998441938,136.0734718279781,189.1845714261506,260.613618917988,2459800.5,7.74,0.217,83.908,MBA,Hera
.1615273002161494,3.146372197023788,2.789832313772884,41.65959035908305,31.66114992908673,130.3947143349066,2459800.5,8.52,0.052,136.553,MBA,Klymene
.1781738871829716,2.373659058981313,21.45496557525795,188.2211346541883,57.19316576903031,129.6140926877566,2459800.5,8.81,0.032,94.864,MBA,Artemis
.1593696383149319,3.180352504166511,4.575816348242235,61.9970532955479,331.39778520783,71.9828535760477,2459800.5,7.65,0.044,207.869,MBA,Dione
.06509767618882055,3.486845043167446,10.00428430604408,172.5886534010523,305.4779299162985,149.0436643564934,2459800.5,7.18,0.059,210.370,OMB,Camilla
.05965183872589159,3.243093493004712,4.217123982180376,349.8745025180785,211.1057454442883,171.6717649306625,2459800.5,8.05,0.148,75.498,OMB,Hecuba
.2997748132127279,2.694438556545201,7.84583378510696,2.762076884414573,57.57214213337426,159.2122051073227,2459800.5,9.08,0.036,82.588,MBA,Felicitas
.08011735503801319,2.731862684767818,5.960035994685632,56.7777785387086,282.0725152336731,109.8873655425752,2459800.5,7.93,0.1808,86.09,MBA,Lydia
.1026157210539604,2.592979858371145,4.932029690854845,305.6873714717561,168.1991386903495,347.7459481531707,2459800.5,8.24,0.062,126.344,MBA,Ate
.1287432613211525,2.434357810373783,2.598088266497117,323.4011866584536,17.17325559242109,20.58088267281692,2459800.5,9.86,0.042,69.818,MBA,Iphigenia
.0860935221625076,2.376036912494071,5.04286527377826,123.4446916173651,78.73783718461847,98.90926489049602,2459800.5,8.66,0.224,50.137,MBA,Amalthea
.1381206471135996,2.676136013455165,4.944736121929906,164.0664132067807,352.6965403606223,331.517547204363,2459800.5,8.36,0.089,94.178,MBA,Kassandra
.1929547265625249,2.380116914531365,11.58792866437052,308.7850392857758,96.78382376696449,339.3568361591255,2459800.5,7.68,0.2747,79.83,MBA,Thyra
.1413867592463728,2.765769139017044,3.564079918804019,63.70143860251006,94.2414417501677,119.5320574499181,2459800.5,7.92,0.2560,71.70,MBA,Sirona
.02360861959927281,2.989517671263863,14.92729166120192,348.6335460493739,51.26895633752334,17.6706232395731,2459800.5,8.10,0.027,208.974,MBA,Lomia
.1643626139265768,2.437344029134008,7.745622838483538,47.65829319108656,33.0592170660012,261.5120636698071,2459800.5,8.96,0.245,40.211,MBA,Peitho
.08141462888142989,2.580553714396766,5.787403509243541,203.6371819471484,171.4948132190691,276.0355692229145,2459800.5,8.48,0.2306,57.30,MBA,Althaea
.05138522347398264,3.117798997366991,6.963588791609659,341.1669579801385,234.6117104378307,88.17409048046781,2459800.5,7.83,0.058,155.132,MBA,Lachesis
.1259486233896405,3.452861102702117,7.567455193858239,72.87924298302904,296.7976155877025,43.94737654996867,2459800.5,7.46,0.0482,209.00,OMB,Hermione
.03015001219769139,3.224525298189317,1.641148656721672,178.1040467901713,321.1011771923069,178.7362525712279,2459800.5,7.78,0.297,70.676,OMB,Gerda
.1209970379090893,2.693791486470171,6.414550703716873,307.720305146857,125.3871501498694,227.6489445782395,2459800.5,8.97,0.261,45.209,MBA,Brunhild
.07738178470755556,2.630681290306351,2.963125980744978,187.903190118634,62.2758176673854,131.0820907462629,2459800.5,8.16,0.128,88.648,MBA,Alkeste
.07909494312236934,2.746071371926145,4.666017869579482,168.9734172591435,110.5874991926427,63.74034920152255,2459800.5,9.03,0.182,48.418,MBA,Liberatrix
.1053867221855228,2.43947092307421,2.923651079680869,23.24033558353941,328.0817259769822,151.8394173999473,2459800.5,9.18,0.1723,44.82,MBA,Velleda
.06631281752992645,2.754685473839086,8.245419264367039,31.13573298934313,93.04841820301272,183.5766233711415,2459800.5,8.62,0.042,122,MBA,Johanna
.1283251509575232,2.75092317124661,6.243711194030193,76.20413796624752,303.2010844055588,332.0724960759767,2459800.5,7.77,0.067,162.515,MBA,Nemesis
.2129843587276105,2.866718576254041,12.27149795532143,135.6618849526067,110.786997326535,183.8367369295311,2459800.5,7.08,0.151,113,MBA,Antigone
.2094792178815571,3.126718790407941,22.78008824725487,145.0060187202147,237.647020481568,159.6797332509794,2459800.5,7.33,0.086,180.652,MBA,Elektra
.06802141951450354,2.433136690105532,4.961008256977362,65.5770128260333,161.6194420124286,139.9952031745935,2459800.5,10.00,0.246,31.337,MBA,Vala
.3882433552500955,2.611315464612213,24.95182078047161,258.2474352235372,255.4279485418449,193.0114035996523,2459800.5,9.01,0.1990,42.87,MCA,Aethra
.1345665789498556,3.063003948193697,7.213632499973446,318.9961763252044,290.2871158134974,359.858281025979,2459800.5,8.16,0.279,72.175,MBA,Cyrene
.1146946367408446,2.563378375763357,11.61271249457674,345.859849950742,85.38475256974709,37.51257686466766,2459800.5,8.82,0.0364,108,MBA,Sophrosyne
.2069543636592803,2.428141437873694,2.303739354086222,343.5621627373238,340.3646099893986,290.3762943510757,2459800.5,8.29,0.1436,79.24,MBA,Hertha
.08458521252501865,2.287079751379076,9.580652871926512,186.4030815549306,132.6069316346054,199.244285634908,2459800.5,9.78,0.201,36.893,MBA,Austria
.2115968169471674,3.125432975476243,13.43058083554691,202.1734293461443,107.5699817986849,252.9976766753746,2459800.5,8.25,0.065,128.678,MBA,Meliboea
.1621380688946207,2.449437002324905,3.202110517381901,54.72590755621411,260.606531376935,194.3546555330078,2459800.5,8.88,0.273,52.905,MBA,Tolosa
.172897516148161,2.786000970215959,10.91171147496082,1.798243779586262,166.0769054292714,167.1234920816793,2459800.5,8.11,0.052,151.116,MBA,Juewa
.2140618854162921,2.733456914242303,3.185368731911892,107.1687202860855,197.0068083744164,319.8966146521231,2459800.5,8.54,0.0676,109.79,MBA,Siwa
.2135960718800241,2.665706727201929,11.89884036974058,318.4727246273769,57.67807750249819,71.25182144492427,2459800.5,8.46,0.067,117.916,MBA,Lumen
.1344821795533944,2.418693671679344,2.238907069681424,291.2134152588818,291.7239527508418,357.7175450565337,2459800.5,10.37,0.047,54.812,MBA,Polana
.07346402509503981,2.7616901208683,11.44376602278422,332.9728305252082,252.1320247045957,339.1357994357318,2459800.5,9.18,0.044,95.377,MBA,Adria
.2355040330039403,2.653654591277439,4.814974045259586,76.17485326571543,294.6888994328397,280.693157191617,2459800.5,8.19,0.0597,142.38,MBA,Vibilia
.1465502958531084,2.672001538380655,12.61966052871612,77.33454940303621,45.23719739376896,8.532003694312007,2459800.5,8.21,0.061,127.783,MBA,Adeona
.06636710483570597,2.718815353513186,13.09753534737502,83.93592731313227,145.5079156064809,323.4215394438176,2459800.5,8.43,0.036,160.310,MBA,Lucina
.02303425434768946,3.135805352756009,1.932672783850719,248.2458305283058,102.3573175852482,121.5728923457562,2459800.5,8.81,0.0492,132.93,MBA,Protogeneia
.1880196801490028,2.769704088285172,25.29451711520363,145.0017474016531,252.6622239638032,260.5978567160789,2459800.5,7.72,0.1640,97.75,MBA,Gallia
.06547863538342993,2.174240651004322,.939740772196285,159.6031999722418,251.2094835278095,236.1743263438525,2459800.5,10.63,0.152,23.719,MBA,Medusa
.1236978063667322,2.984898459872494,2.201611944191212,206.1042862199049,153.8233466295744,196.3057094446031,2459800.5,8.56,0.052,119.128,MBA,Nuwa
.03535564381774133,2.591334908482543,6.431717601902847,38.73985586778378,133.1357987241899,299.3234501042702,2459800.5,9.22,0.233,39.037,MBA,Abundantia
.08164612922658714,3.139629355390726,12.12265688455152,39.87886702243535,58.94369135721872,83.18003344383338,2459800.5,8.32,0.257,58.964,MBA,Atala
.1397225662468599,3.975532721491808,7.8277204870036,228.0889781705715,39.40648200718567,323.994456547155,2459800.5,7.70,0.0618,170.63,OMB,Hilda
.07584948037045577,3.202292682893521,20.98178382587157,36.61257240516707,162.3647523598,141.8418761335346,2459800.5,7.75,0.044,192.611,OMB,Bertha
.2724271252730451,2.760095926783486,11.36177282462679,40.5491662868918,46.67529055589021,346.3601826853663,2459800.5,11.19,0.027,39.605,MBA,Scylla
.2261750671607295,2.727819018246388,9.778899677828447,241.8133437091927,338.2804354648083,24.26069373126903,2459800.5,8.81,0.030,143.346,MBA,Xanthippe
.1976651167212336,2.579949773517607,12.16220255792889,62.03278981545871,46.36624609253862,114.942086858211,2459800.5,11.25,0.173,19.959,MBA,Dejanira
.052762047125443,2.869588611601649,1.005063370151819,277.6911458344671,146.7132164660207,97.26814381288857,2459800.5,9.25,0.213,39.025,MBA,Koronis
.1028315963526457,3.11300685870014,6.123304493523731,134.086899309733,332.7339233359571,251.1226028879673,2459800.5,8.39,0.064,125.236,MBA,Aemilia
.06719793532242273,2.727484512751153,3.824689015158691,8.585976965304326,51.38298852183691,267.4710289194093,2459800.5,9.20,0.0625,81.24,MBA,Una
.1369866956005635,2.38001039961102,9.057653040480988,18.5508330715042,294.8230840758766,219.7812995627704,2459800.5,9.20,0.230,40.992,MBA,Athor
.1820264473526265,3.016214980651359,6.091429686872377,35.44785507611122,115.7427950046103,354.4696013510431,2459800.5,8.98,0.051,97.021,MBA,Laurentia
.1923188117233104,2.365996255073408,4.816265625770559,160.0441378765638,298.6036404462367,155.1475534126936,2459800.5,9.80,0.033,81.579,MBA,Erigone
.3473691597621028,2.631730958908085,24.47481099741682,76.79307444044105,284.0205391751969,7.385216137882111,2459800.5,8.80,0.029,100.254,MBA,Eva
.08426115857057946,3.123827569132983,11.23774332682899,302.4506581816884,345.0408511011403,160.6809166573442,2459800.5,7.86,0.047,180.083,MBA,Loreley
.2110078174962168,2.685697951903317,12.024649951192,128.8989716085703,263.9661493371548,8.378717166977783,2459800.5,9.91,0.046,52.393,MBA,Rhodope
.03774672613350576,2.851753239496195,2.217526352135155,166.1066404675898,128.301057504376,132.1704069016874,2459800.5,9.28,0.223,39.935,MBA,Urda
.07464114549456673,3.3756169839511,4.669818524119865,205.9224476309673,175.8348076036193,159.3527925913453,2459800.5,8.12,0.056,145.366,OMB,Sibylla
.1307792224341794,2.357910653852373,5.501424002529487,354.7281284243499,334.721486771053,128.642987587057,2459800.5,9.57,0.188,37.517,MBA,Zelia
.06220552988230438,2.555601765252653,14.36411535617231,301.2703392246706,157.7041321610874,261.0016051139664,2459800.5,9.35,0.282,33.136,MBA,Maria
.1320012710206452,3.131219570786596,2.546493240746978,100.4715142281875,55.64587332565309,43.87122184002315,2459800.5,8.66,0.076,130.808,MBA,Ophelia
.1149173853892824,2.379915209787814,10.01807024144911,331.912421427242,359.4543377115334,45.80902590045107,2459800.5,8.78,0.1382,62.43,MBA,Baucis
.2097190827220051,2.741316686505266,14.19980146691317,148.1718074866334,228.8484164955134,294.5286299439471,2459800.5,8.03,0.096,125.821,MBA,Ino
.1413307112680763,2.862393328636129,12.12185277197458,327.6606486105414,289.8802887317661,57.84341365621539,2459800.5,8.39,0.169,64.849,MBA,Phaedra
.2327499571358794,3.183664986113988,3.219233094182324,21.26832695910815,319.7346427693712,58.07230293305292,2459800.5,8.64,0.094,94.532,MBA,Andromache
.1715898164956708,3.181617823622445,22.67885207044266,200.4689494268434,188.623075418044,186.6170566398485,2459800.5,8.37,0.065,106.976,MBA,Iduna
.2340713139365016,2.772125045167154,1.381881074861812,346.9770940194634,39.46220963690588,151.0937988297665,2459800.5,9.72,0.022,69.049,MBA,Irma
.04227555467309058,2.460499219064027,1.893481637357159,51.08412532399669,211.6881444637249,322.4511148813682,2459800.5,9.46,0.2438,35.81,MBA,Belisana
.110057725842397,2.973733433621547,7.815665294144842,251.8514007049476,104.1432226029238,141.4684633542974,2459800.5,8.19,0.198,69.946,MBA,Klytaemnestra
.1677510728209839,2.721961939604201,.8674750042433711,311.8595860514206,176.0087414028021,64.75214834148922,2459800.5,10.26,0.242,23.440,MBA,Garumna
.2074335902611267,3.126526400245663,18.8922752829411,143.0166582006522,318.8545093904764,64.67802923061853,2459800.5,7.96,0.101,115.383,MBA,Eucharis
.1870361474379144,2.415026404580042,2.00546121134754,107.1805593968055,310.744648552717,237.2079630495141,2459800.5,9.24,0.196,39.520,MBA,Elsa
.3483646972379131,2.793969982645293,26.39856134782258,141.8766222822339,263.9638361757873,39.72491781539853,2459800.5,9.54,0.227,32.927,MBA,Istria
.06482842610506068,3.189520908516126,1.142087985345948,331.5888735770865,211.2833068915842,138.6614921933628,2459800.5,8.49,0.215,62.483,MBA,Dejopeja
.1273775896410357,2.738281513863474,23.25551605785645,153.7606231861247,223.6630338030022,86.42297931213653,2459800.5,7.72,0.062,160.464,MBA,Eunike
